日期,證券代號,證券名稱,外陸資買賣超股數(不含外資自營商),投信買賣超股數,自營商買賣超股數,三大法人買賣超股數
20260121,00981A,主動統一台股增長,"-4,118,238",0,"-5,386,346","-9,504,584"
20260121,00982A,主動群益台灣強棒,"-1,748,903",0,"-13,294,752","-15,043,655"
20260121,00992A,主動群益科技創新,"-7,111,800",0,"-9,116,868","-16,228,668"
20260121,00881,國泰台灣科技龍頭,"-1,532,570",0,"-17,966,938","-19,499,508"
20260121,00830,國泰費城半導體  ,"-1,013,334",0,"-21,022,063","-22,035,397"
20260121,00991A,主動復華未來50  ,"-10,063,500","1,366,000","-23,219,090","-31,916,590"
20260121,0052,富邦科技        ,"-6,238,405","830,000","-40,693,529","-46,101,934"
20260121,009805,新光美國電力基建,"-104,926",0,"-48,710,413","-48,815,339"
20260121,0056,元大高股息      ,"-18,463,071","14,518,000","-48,928,121","-52,873,192"
20260121,0050,元大台灣50      ,"-56,688,381","5,000,000","-54,033,880","-105,722,261"
20260122,00929,復華台灣科技優息,"14,943,800",0,"52,158,367","67,102,167"
20260122,00940,元大台灣價值高息,"11,374,600",0,"49,284,608","60,659,208"
20260122,00981A,主動統一台股增長,"5,774,550",0,"48,143,633","53,918,183"
20260122,00878,國泰永續高股息  ,"11,056,791",0,"25,277,582","36,334,373"
20260122,00919,群益台灣精選高息,"4,955,084",0,"26,464,368","31,419,452"
20260122,00982A,主動群益台灣強棒,"8,397,680",0,"17,295,936","25,693,616"
20260122,00715L,期街口布蘭特正2 ,"-276,000",0,"24,852,528","24,576,528"
20260122,0056,元大高股息      ,"25,779,137",0,"-1,809,287","23,969,850"
20260122,00680L,元大美債20正2   ,"550,000",0,"20,733,852","21,283,852"
20260122,00991A,主動復華未來50  ,"17,139,100","2,888,000","-202,438","19,824,662"
20260122,00992A,主動群益科技創新,"8,905,100",0,"7,509,624","16,414,724"
20260122,00918,大華優利高填息30,"5,082,100",0,"6,646,405","11,728,505"
20260122,00990A,主動元大AI新經濟,"14,077,000",0,"-2,952,378","11,124,622"
20260122,00939,統一台灣高息動能,"2,693,183",0,"6,130,450","8,823,633"
20260122,00927,群益半導體收益  ,"68,100",0,"8,400,927","8,469,027"
20260122,00900,富邦特選高股息30,"3,394,000",0,"4,390,996","7,784,996"
20260122,00987A,主動台新優勢成長,"2,865,000",0,"4,817,540","7,682,540"
20260122,00688L,國泰20年美債正2 ,"1,000",0,"6,957,503","6,958,503"
20260122,00936,台新永續高息中小,"1,577,000",0,"4,771,063","6,348,063"
20260122,00980A,主動野村臺灣優選,"959,000",0,"4,953,509","5,912,509"
20260122,00642U,期元大S&P石油   ,"3,911",0,"5,277,994","5,281,905"
20260122,00713,元大台灣高息低波,"1,293,055",0,"2,431,266","3,724,321"
20260122,00946,群益科技高息成長,"360,000",0,"3,091,749","3,451,749"
20260122,00922,國泰台灣領袖50  ,"47,000",0,"3,356,092","3,403,092"
20260122,00663L,國泰臺灣加權正2 ,"146,000",0,"3,017,508","3,163,508"
20260122,00985A,主動野村台灣50  ,"375,250",0,"2,671,679","3,046,929"
20260122,00915,凱基優選高股息30,"498,208",0,"2,202,917","2,701,125"
20260122,009802,富邦旗艦50      ,"2,145,000",0,"445,774","2,590,774"
20260122,00712,復華富時不動產  ,"1,908,000",0,"458,218","2,366,218"
20260122,00934,中信成長高股息  ,"775,000",0,"1,421,567","2,196,567"
20260122,00881,國泰台灣科技龍頭,"368,396",0,"1,797,203","2,165,599"
20260122,00904,新光臺灣半導體30,"156,035",0,"1,819,841","1,975,876"
20260122,00994A,主動第一金台股優,"-102,000",0,"1,891,192","1,789,192"
20260122,00983A,主動中信ARK創新 ,"416,000",0,"1,349,956","1,765,956"
20260122,00945B,凱基美國非投等債,"4,807,096",0,"-3,154,303","1,652,793"
20260122,009813,貝萊德標普卓越50,"63,100",0,"1,585,000","1,648,100"
20260122,00902,中信電池及儲能  ,"657,000",0,"941,461","1,598,461"
20260122,00930,永豐ESG低碳高息 ,"41,000",0,"1,551,170","1,592,170"
20260122,00641R,富邦日本反1     ,0,0,"1,588,946","1,588,946"
20260122,00951,台新日本半導體  ,"1,145,000",0,"437,420","1,582,420"
20260122,00932,兆豐永續高息等權,"76,000",0,"1,424,927","1,500,927"
20260122,00893,國泰智能電動車  ,"910,990",0,"507,321","1,418,311"
20260122,00885,富邦越南        ,"-102,050",0,"1,472,560","1,370,510"
20260122,00650L,復華香港正2     ,"247,000",0,"1,008,376","1,255,376"
20260122,00982T,平衡兆豐台美動能,"-80,000",0,"1,279,345","1,199,345"
20260122,00907,永豐優息存股    ,"-13,000",0,"1,124,824","1,111,824"
20260122,00909,國泰數位支付服務,"697,102",0,"387,201","1,084,303"
20260122,006208,富邦台50        ,"39,143",0,"976,104","1,015,247"
20260122,009811,統一美國50      ,"242,236",0,"770,661","1,012,897"
20260122,00905,FT臺灣Smart     ,"45,500",0,"963,800","1,009,300"
20260122,00984A,主動安聯台灣高息,"273,000","110,000","606,422","989,422"
20260122,00941,中信上游半導體  ,"1,989,000",0,"-1,131,186","857,814"
20260122,00960,野村全球航運龍頭,"-19,000",0,"863,652","844,652"
20260122,00921,兆豐龍頭等權重  ,"-1,000",0,"844,601","843,601"
20260122,00638R,元大滬深300反1  ,0,0,"836,500","836,500"
20260122,00982D,主動富邦動態入息,"232,000",0,"583,000","815,000"
20260122,00952,凱基台灣AI50    ,"59,000",0,"691,918","750,918"
20260122,00961,FT臺灣永續高息  ,"3,000",0,"716,187","719,187"
20260122,00943,兆豐電子高息等權,0,0,"703,390","703,390"
20260122,00882,中信中國高股息  ,"170,000",0,"507,164","677,164"
20260122,00631L,元大台灣50正2   ,"139,010",0,"531,397","670,407"
20260122,00898,國泰基因免疫革命,"923,000",0,"-310,136","612,864"
20260122,00686R,群益臺灣加權反1 ,"5,000",0,"604,475","609,475"
20260122,00753L,中信中國50正2   ,"871,000",0,"-264,100","606,900"
20260122,00924,復華S&P500成長  ,"143,168",0,"446,144","589,312"
20260122,00664R,國泰臺灣加權反1 ,0,0,"568,439","568,439"
20260122,00733,富邦臺灣中小    ,"-13,000",0,"579,641","566,641"
20260122,00674R,期元大S&P黃金反1,"338,000",0,"193,900","531,900"
20260122,00944,野村趨勢動能高息,"-6,000",0,"533,625","527,625"
20260122,00701,國泰股利精選30  ,"-31,000",0,"435,857","404,857"
20260122,00762,元大全球AI      ,"284,809","-6,000","113,462","392,271"
20260122,00986A,主動台新龍頭成長,"288,000",0,"91,301","379,301"
20260122,00700,富邦恒生國企    ,"96,000",0,"281,983","377,983"
20260122,009800,中信NASDAQ      ,"15,755",0,"344,986","360,741"
20260122,00692,富邦公司治理    ,"7,025",0,"340,248","347,273"
20260122,00901,永豐智能車供應鏈,"52,000",0,"276,690","328,690"
20260122,00896,中信綠能及電動車,"68,000",0,"241,832","309,832"
20260122,009803,玉山市值動能50  ,"442,000",0,"-133,230","308,770"
20260122,00852L,國泰美國道瓊正2 ,0,0,"308,542","308,542"
20260122,009801,中信美國創新科技,"80,000",0,"227,035","307,035"
20260122,00962,台新AI優息動能  ,"2,000",0,"295,688","297,688"
20260122,00894,中信小資高價30  ,"360,000",0,"-65,415","294,585"
20260122,00850,元大臺灣ESG永續 ,"4,000",0,"274,095","278,095"
20260122,00971,野村美國研發龍頭,"13,000",0,"262,115","275,115"
20260122,00947,台新臺灣IC設計  ,"825,936",0,"-565,441","260,495"
20260122,00757,統一FANG+       ,"-40,339",0,"280,869","240,530"
20260122,009804,聯邦台精彩50    ,"15,000",0,"208,267","223,267"
20260122,00895,富邦未來車      ,"138,964",0,"83,207","222,171"
20260122,00912,中信臺灣智慧50  ,"71,257",0,"150,007","221,264"
20260122,00669R,國泰美國道瓊反1 ,0,0,"220,741","220,741"
20260122,006207,復華滬深        ,"-1,000",0,"184,607","183,607"
20260122,009810,玉山全球藍籌100 ,"-2,000",0,"177,774","175,774"
20260122,00983D,主動富邦複合收益,"-1,000",0,"174,059","173,059"
20260122,00671R,富邦NASDAQ反1   ,0,0,"165,000","165,000"
20260122,00923,群益台ESG低碳50 ,"-2,200",0,"156,153","153,953"
20260122,00717,富邦美國特別股  ,"115,000",0,"30,000","145,000"
20260122,00731,復華富時高息低波,"7,000",0,"137,074","144,074"
20260122,00897,富邦基因免疫生技,"424,000",0,"-282,114","141,886"
20260122,00710B,復華彭博非投等債,"207,000",0,"-66,101","140,899"
20260122,00634R,富邦上証反1     ,0,0,"138,054","138,054"
20260122,00903,富邦元宇宙      ,"81,000",0,"51,100","132,100"
20260122,00771,元大US高息特別股,0,0,"117,039","117,039"
20260122,00656R,國泰中國A50反1  ,0,0,"113,600","113,600"
20260122,00670L,富邦NASDAQ正2   ,"58,000",0,"50,034","108,034"
20260122,009809,富邦淨零ESG50   ,"8,000",0,"99,936","107,936"
20260122,00739,元大MSCI A股    ,"7,999",0,"95,119","103,118"
20260122,00661,元大日經225     ,"-40,000",0,"139,776","99,776"
20260122,00675L,富邦臺灣加權正2 ,"-21,000",0,"117,084","96,084"
20260122,00876,元大全球5G      ,"5,978",0,"90,020","95,998"
20260122,00989A,主動摩根美國科技,"86,000",0,"-3,117","82,883"
20260122,00657,國泰日經225     ,"-1,000",0,"83,376","82,376"
20260122,00728,第一金工業30    ,0,0,"77,023","77,023"
20260122,00648R,元大S&P500反1   ,0,0,"74,069","74,069"
20260122,00899,FT潔淨能源      ,"28,000",0,"41,098","69,098"
20260122,00730,富邦臺灣優質高息,"9,499",0,"54,597","64,096"
20260122,00651R,復華香港反1     ,0,0,"43,000","43,000"
20260122,00709,富邦歐洲        ,0,0,"41,000","41,000"
20260122,00892,富邦台灣半導體  ,"-5,000",0,"45,527","40,527"
20260122,00711B,復華彭博新興債  ,"66,000",0,"-31,971","34,029"
20260122,00861,元大全球未來通訊,"45,000",0,"-11,952","33,048"
20260122,00913,兆豐台灣晶圓製造,"13,000",0,"20,006","33,006"
20260122,00851,台新全球AI      ,0,0,"31,320","31,320"
20260122,006206,元大上證50      ,"-3,000",0,"32,615","29,615"
20260122,00908,富邦入息REITs+  ,"417,000",0,"-391,118","25,882"
20260122,0055,元大MSCI金融    ,"15,000",0,"9,523","24,523"
20260122,00714,群益道瓊美國地產,"10,000",0,"9,718","19,718"
20260122,00647L,元大S&P500正2   ,0,0,"19,138","19,138"
20260122,00666R,富邦恒生國企反1 ,0,0,"18,556","18,556"
20260122,00690,兆豐藍籌30      ,"4,000",0,"14,210","18,210"
20260122,00875,國泰網路資安    ,"-1,000",0,"15,521","14,521"
20260122,00685L,群益臺灣加權正2 ,"-6,000",0,"20,102","14,102"
20260122,0057,富邦摩台        ,0,0,"5,004","5,004"
20260122,00683L,期元大美元指正2 ,0,0,"2,025","2,025"
20260122,00775B,新光投等債15+   ,0,0,"1,000","1,000"
20260122,006204,永豐臺灣加權    ,0,0,515,515
20260122,00643K,群益深証中小+R  ,0,0,0,0
20260122,00636K,國泰中國A50+U   ,0,0,0,0
20260122,00668K,國泰美國道瓊+U  ,0,0,0,0
20260122,00657K,國泰日經225+U   ,0,0,0,0
20260122,006203,元大MSCI台灣    ,0,0,"-1,000","-1,000"
20260122,00689R,國泰20年美債反1 ,0,0,"-1,022","-1,022"
20260122,00682U,期元大美元指數  ,0,0,"-1,052","-1,052"
20260122,00684R,期元大美元指反1 ,"-6,000",0,"4,002","-1,998"
20260122,00707R,期元大S&P日圓反1,0,0,"-2,000","-2,000"
20260122,00660,元大歐洲50      ,"-1,000",0,"-3,000","-4,000"
20260122,00737,國泰AI機器人    ,"97,000",0,"-101,306","-4,306"
20260122,0053,元大電子        ,-2,0,"-4,983","-4,985"
20260122,00703,台新MSCI中國    ,0,0,"-5,839","-5,839"
20260122,00736,國泰新興市場    ,0,0,"-6,700","-6,700"
20260122,00972,野村日本動能高息,100,0,"-9,310","-9,210"
20260122,00916,國泰全球品牌50  ,"6,000",0,"-15,375","-9,375"
20260122,00678,群益那斯達克生技,"4,971",0,"-15,513","-10,542"
20260122,00911,兆豐洲際半導體  ,"24,070",0,"-34,939","-10,869"
20260122,00702,國泰標普低波高息,"3,000",0,"-15,600","-12,600"
20260122,00783,富邦中証500     ,0,0,"-12,613","-12,613"
20260122,00668,國泰美國道瓊    ,"1,000",0,"-14,548","-13,548"
20260122,00645,富邦日本        ,-960,0,"-16,492","-17,452"
20260122,00654R,富邦印度反1     ,0,0,"-28,768","-28,768"
20260122,009808,華南永昌優選50  ,"-227,000",0,"192,941","-34,059"
20260122,00938,凱基優選30      ,"-14,000",0,"-20,139","-34,139"
20260122,0051,元大中型100     ,"2,064",0,"-41,871","-39,807"
20260122,00652,富邦印度        ,"19,000",0,"-59,385","-40,385"
20260122,00646,元大S&P500      ,"118,775","200,000","-368,000","-49,225"
20260122,00681R,元大美債20反1   ,"9,000",0,"-60,000","-51,000"
20260122,00995A,主動中信台灣卓越,"75,000",0,"-152,149","-77,149"
20260122,006205,富邦上証        ,"32,000",0,"-125,077","-93,077"
20260122,0061,元大寶滬深      ,"-102,855",0,"1,477","-101,378"
20260122,00640L,富邦日本正2     ,"-3,000",0,"-122,538","-125,538"
20260122,00770,國泰北美科技    ,"-1,720",0,"-132,276","-133,996"
20260122,00639,富邦深100       ,"-183,000",0,"9,346","-173,654"
20260122,00693U,期街口S&P黃豆   ,0,0,"-176,390","-176,390"
20260122,00653L,富邦印度正2     ,"-1,000",0,"-212,445","-213,445"
20260122,00763U,期街口道瓊銅    ,"-73,000",0,"-146,615","-219,615"
20260122,00964,中信亞太高股息  ,"360,000",0,"-617,517","-257,517"
20260122,00643,群益深証中小    ,"158,000",0,"-417,441","-259,441"
20260122,00956,中信日經高股息  ,"-14,000",0,"-265,021","-279,021"
20260122,00963,中信全球高股息  ,"203,000",0,"-510,000","-307,000"
20260122,00949,復華日本龍頭    ,"92,900",0,"-443,700","-350,800"
20260122,00706L,期元大S&P日圓正2,"-141,000",0,"-218,292","-359,292"
20260122,00920,富邦ESG綠色電力 ,"232,000",0,"-734,877","-502,877"
20260122,00926,凱基全球菁英55  ,"23,000",0,"-548,929","-525,929"
20260122,00735,國泰臺韓科技    ,"-42,995",0,"-546,000","-588,995"
20260122,00662,富邦NASDAQ      ,"-1,254",0,"-618,526","-619,780"
20260122,00632R,元大台灣50反1   ,"-20,000",0,"-628,008","-648,008"
20260122,00910,第一金太空衛星  ,"-146,980",0,"-507,008","-653,988"
20260122,00636,國泰中國A50     ,0,0,"-702,172","-702,172"
20260122,00954,中信日本半導體  ,"408,010",0,"-1,193,566","-785,556"
20260122,00935,野村臺灣新科技50,"392,100","8,415,000","-9,593,759","-786,659"
20260122,00891,中信關鍵半導體  ,"857,099",0,"-1,666,230","-809,131"
20260122,00752,中信中國50      ,"-28,000",0,"-802,306","-830,306"
20260122,00676R,富邦臺灣加權反1 ,0,0,"-888,057","-888,057"
20260122,00985B,群益ESG投等債0-5,"2,232,000",0,"-3,392,368","-1,160,368"
20260122,00865B,國泰US短期公債  ,"594,000",0,"-1,764,564","-1,170,564"
20260122,009812,野村日本東證    ,"-7,000",0,"-1,179,490","-1,186,490"
20260122,00655L,國泰中國A50正2  ,"-72,000",0,"-1,193,900","-1,265,900"
20260122,00965,元大航太防衛科技,"-727,692","60,000","-647,416","-1,315,108"
20260122,00665L,富邦恒生國企正2 ,"-167,000",0,"-1,297,329","-1,464,329"
20260122,00917,中信特選金融    ,"663,100",0,"-2,365,546","-1,702,446"
20260122,00708L,期元大S&P黃金正2,"-145,950",0,"-1,715,094","-1,861,044"
20260122,00981T,平衡凱基雙核收息,0,0,"-2,724,560","-2,724,560"
20260122,00635U,期元大S&P黃金   ,"-158,970",0,"-2,842,545","-3,001,515"
20260122,0052,富邦科技        ,"-522,247",0,"-2,485,601","-3,007,848"
20260122,00738U,期元大道瓊白銀  ,"131,832",0,"-3,741,121","-3,609,289"
20260122,00830,國泰費城半導體  ,"2,549,373",0,"-7,207,670","-4,658,297"
20260122,00633L,富邦上証正2     ,"-170,000",0,"-4,669,253","-4,839,253"
20260122,00988A,主動統一全球創新,"54,000",0,"-11,756,059","-11,702,059"
20260122,00953B,群益優選非投等債,"-1,910,000","4,500,000","-15,376,211","-12,786,211"
20260122,00673R,期元大S&P原油反1,0,0,"-14,520,432","-14,520,432"
20260122,009805,新光美國電力基建,"6,000",0,"-23,903,321","-23,897,321"
20260122,00637L,元大滬深300正2  ,"-5,727,000",0,"-28,720,261","-34,447,261"
20260122,0050,元大台灣50      ,"-5,903,792","300,000","-39,852,877","-45,456,669"
20260123,00940,元大台灣價值高息,"-388,390",0,"42,571,258","42,182,868"
20260123,00929,復華台灣科技優息,"-876,750",0,"39,702,265","38,825,515"
20260123,00878,國泰永續高股息  ,"13,209,296","-300,000","18,676,871","31,586,167"
20260123,0056,元大高股息      ,"34,818,828","-24,310,000","13,580,617","24,089,445"
20260123,00680L,元大美債20正2   ,"433,000",0,"21,697,894","22,130,894"
20260123,00982A,主動群益台灣強棒,"705,000",0,"12,544,212","13,249,212"
20260123,00927,群益半導體收益  ,"-24,000",0,"11,244,515","11,220,515"
20260123,00753L,中信中國50正2   ,"408,000",0,"10,571,036","10,979,036"
20260123,00688L,國泰20年美債正2 ,"847,000",0,"7,495,704","8,342,704"
20260123,0050,元大台灣50      ,"208,801",0,"7,202,569","7,411,370"
20260123,00665L,富邦恒生國企正2 ,"2,296,000",0,"4,883,481","7,179,481"
20260123,00939,統一台灣高息動能,"1,136,000",0,"3,978,495","5,114,495"
20260123,00738U,期元大道瓊白銀  ,"753,315",0,"4,149,620","4,902,935"
20260123,00673R,期元大S&P原油反1,"10,000",0,"4,737,927","4,747,927"
20260123,00946,群益科技高息成長,"279,000",0,"4,309,057","4,588,057"
20260123,00891,中信關鍵半導體  ,"3,972,000",0,"493,540","4,465,540"
20260123,00712,復華富時不動產  ,"1,016,000",0,"3,173,088","4,189,088"
20260123,00983A,主動中信ARK創新 ,"1,337,000",0,"2,767,907","4,104,907"
20260123,0052,富邦科技        ,"2,124,945",0,"1,718,424","3,843,369"
20260123,00900,富邦特選高股息30,"2,454,000",0,"1,077,369","3,531,369"
20260123,00980A,主動野村臺灣優選,"171,452",0,"3,053,873","3,225,325"
20260123,00881,國泰台灣科技龍頭,"2,238,000",0,"936,238","3,174,238"
20260123,00922,國泰台灣領袖50  ,"1,770,030",0,"1,345,043","3,115,073"
20260123,00915,凱基優選高股息30,"374,770",0,"2,462,013","2,836,783"
20260123,00936,台新永續高息中小,"437,000",0,"2,269,488","2,706,488"
20260123,00985A,主動野村台灣50  ,"-76,000",0,"2,704,740","2,628,740"
20260123,009813,貝萊德標普卓越50,"265,300",0,"2,359,000","2,624,300"
20260123,00987A,主動台新優勢成長,"226,000",0,"2,293,650","2,519,650"
20260123,00650L,復華香港正2     ,"-269,000",0,"2,735,731","2,466,731"
20260123,00664R,國泰臺灣加權反1 ,0,0,"2,152,654","2,152,654"
20260123,00934,中信成長高股息  ,"367,000",0,"1,520,408","1,887,408"
20260123,00885,富邦越南        ,"1,548,264",0,"294,290","1,842,554"
20260123,009811,統一美國50      ,"499,950",0,"1,302,039","1,801,989"
20260123,00989A,主動摩根美國科技,"10,000",0,"1,373,754","1,383,754"
20260123,00902,中信電池及儲能  ,"1,282,000",0,"51,027","1,333,027"
20260123,00708L,期元大S&P黃金正2,"66,070","-30,000","1,207,921","1,243,991"
20260123,00930,永豐ESG低碳高息 ,"269,000",0,"970,257","1,239,257"
20260123,00919,群益台灣精選高息,"278,671",0,"941,702","1,220,373"
20260123,00982D,主動富邦動態入息,"26,000",0,"1,118,000","1,144,000"
20260123,00991A,主動復華未來50  ,"-1,591,000","1,500,000","1,225,642","1,134,642"
20260123,00905,FT臺灣Smart     ,"218,770",0,"909,592","1,128,362"
20260123,00994A,主動第一金台股優,"703,020",0,"366,608","1,069,628"
20260123,00641R,富邦日本反1     ,0,0,"1,054,000","1,054,000"
20260123,00706L,期元大S&P日圓正2,"10,000",0,"1,006,902","1,016,902"
20260123,00663L,國泰臺灣加權正2 ,"100,000",0,"878,979","978,979"
20260123,00713,元大台灣高息低波,"42,328","-110,000","1,042,277","974,605"
20260123,006208,富邦台50        ,"354,442","-20,000","634,610","969,052"
20260123,00947,台新臺灣IC設計  ,"1,826,005",0,"-873,998","952,007"
20260123,009800,中信NASDAQ      ,"23,005",0,"744,118","767,123"
20260123,00882,中信中國高股息  ,"-77,000",0,"765,848","688,848"
20260123,00670L,富邦NASDAQ正2   ,0,0,"674,038","674,038"
20260123,00733,富邦臺灣中小    ,"170,000",0,"501,930","671,930"
20260123,00984A,主動安聯台灣高息,"-9,000",0,"639,320","630,320"
20260123,00918,大華優利高填息30,"1,730,300",0,"-1,101,513","628,787"
20260123,00961,FT臺灣永續高息  ,"-8,000",0,"604,895","596,895"
20260123,00631L,元大台灣50正2   ,"454,953",0,"130,181","585,134"
20260123,00675L,富邦臺灣加權正2 ,"12,000",0,"564,284","576,284"
20260123,00986A,主動台新龍頭成長,"367,000",0,"171,784","538,784"
20260123,00671R,富邦NASDAQ反1   ,0,0,"527,640","527,640"
20260123,00983D,主動富邦複合收益,"-7,000",0,"511,122","504,122"
20260123,00909,國泰數位支付服務,"280,975",0,"210,961","491,936"
20260123,00921,兆豐龍頭等權重  ,"88,000",0,"399,030","487,030"
20260123,00944,野村趨勢動能高息,"24,000",0,"449,579","473,579"
20260123,009802,富邦旗艦50      ,"1,444,916",0,"-995,590","449,326"
20260123,00932,兆豐永續高息等權,"108,000",0,"326,326","434,326"
20260123,00717,富邦美國特別股  ,"326,000",0,"101,000","427,000"
20260123,00893,國泰智能電動車  ,"-14,021",0,"435,479","421,458"
20260123,00648R,元大S&P500反1   ,"-84,000",0,"504,995","420,995"
20260123,00898,國泰基因免疫革命,"351,000",0,"62,430","413,430"
20260123,00892,富邦台灣半導體  ,"135,000",0,"278,205","413,205"
20260123,00943,兆豐電子高息等權,"-12,000",0,"425,101","413,101"
20260123,00971,野村美國研發龍頭,"6,000",0,"400,944","406,944"
20260123,00850,元大臺灣ESG永續 ,"43,083",0,"332,870","375,953"
20260123,00901,永豐智能車供應鏈,"81,000",0,"244,903","325,903"
20260123,00952,凱基台灣AI50    ,"-353,000",0,"655,446","302,446"
20260123,009801,中信美國創新科技,"955,000",0,"-681,265","273,735"
20260123,00924,復華S&P500成長  ,"420,284",0,"-161,631","258,653"
20260123,00897,富邦基因免疫生技,"149,000",0,"101,129","250,129"
20260123,00912,中信臺灣智慧50  ,"15,000",0,"228,000","243,000"
20260123,00876,元大全球5G      ,"-6,956",0,"239,469","232,513"
20260123,00903,富邦元宇宙      ,"20,000",0,"210,169","230,169"
20260123,00907,永豐優息存股    ,"-1,000",0,"218,057","217,057"
20260123,00894,中信小資高價30  ,"-10,000",0,"219,664","209,664"
20260123,00646,元大S&P500      ,"-4,145",0,"210,055","205,910"
20260123,00700,富邦恒生國企    ,"127,000",0,"76,673","203,673"
20260123,00692,富邦公司治理    ,"-2,800",0,"194,268","191,468"
20260123,00938,凱基優選30      ,"2,000",0,"171,984","173,984"
20260123,009803,玉山市值動能50  ,"90,000",0,"82,184","172,184"
20260123,00676R,富邦臺灣加權反1 ,0,0,"157,073","157,073"
20260123,00656R,國泰中國A50反1  ,0,0,"154,000","154,000"
20260123,00962,台新AI優息動能  ,"-10,000",0,"163,970","153,970"
20260123,00982T,平衡兆豐台美動能,0,0,"127,595","127,595"
20260123,009804,聯邦台精彩50    ,"83,000",0,"36,729","119,729"
20260123,00762,元大全球AI      ,"-65,000","-44,000","227,444","118,444"
20260123,00861,元大全球未來通訊,"27,963",0,"82,212","110,175"
20260123,00896,中信綠能及電動車,"-392,000",0,"500,024","108,024"
20260123,00639,富邦深100       ,"-63,000",0,"166,887","103,887"
20260123,00916,國泰全球品牌50  ,"8,000",0,"90,920","98,920"
20260123,00686R,群益臺灣加權反1 ,0,0,"94,950","94,950"
20260123,00752,中信中國50      ,"35,000",0,"46,360","81,360"
20260123,00731,復華富時高息低波,"2,000",0,"78,451","80,451"
20260123,00638R,元大滬深300反1  ,0,0,"78,650","78,650"
20260123,009808,華南永昌優選50  ,"8,000",0,"70,078","78,078"
20260123,00757,統一FANG+       ,"189,379",0,"-113,740","75,639"
20260123,00960,野村全球航運龍頭,"-7,000",0,"74,000","67,000"
20260123,00852L,國泰美國道瓊正2 ,-500,0,"58,500","58,000"
20260123,00728,第一金工業30    ,"-35,000",0,"92,087","57,087"
20260123,00783,富邦中証500     ,0,0,"51,154","51,154"
20260123,00661,元大日經225     ,"1,000",0,"49,201","50,201"
20260123,00685L,群益臺灣加權正2 ,"-3,000",0,"50,600","47,600"
20260123,00923,群益台ESG低碳50 ,"31,950",0,"11,282","43,232"
20260123,00634R,富邦上証反1     ,0,0,"43,000","43,000"
20260123,00739,元大MSCI A股    ,0,0,"42,648","42,648"
20260123,00895,富邦未來車      ,"-43,978",0,"67,013","23,035"
20260123,00875,國泰網路資安    ,0,0,"18,100","18,100"
20260123,00851,台新全球AI      ,"-1,000",0,"18,775","17,775"
20260123,00703,台新MSCI中國    ,0,0,"16,876","16,876"
20260123,00666R,富邦恒生國企反1 ,"1,000",0,"14,970","15,970"
20260123,009810,玉山全球藍籌100 ,"-3,000",0,"18,798","15,798"
20260123,00702,國泰標普低波高息,0,0,"14,227","14,227"
20260123,00684R,期元大美元指反1 ,0,0,"13,000","13,000"
20260123,006207,復華滬深        ,0,0,"12,821","12,821"
20260123,00640L,富邦日本正2     ,"19,000",0,"-8,218","10,782"
20260123,00647L,元大S&P500正2   ,0,0,"9,460","9,460"
20260123,006205,富邦上証        ,"-1,000",0,"7,053","6,053"
20260123,00714,群益道瓊美國地產,0,0,"5,335","5,335"
20260123,00899,FT潔淨能源      ,0,0,"2,345","2,345"
20260123,006203,元大MSCI台灣    ,0,0,"2,000","2,000"
20260123,00660,元大歐洲50      ,0,0,"1,000","1,000"
20260123,006204,永豐臺灣加權    ,0,0,257,257
20260123,00775B,新光投等債15+   ,0,0,62,62
20260123,00636K,國泰中國A50+U   ,0,0,0,0
20260123,00657K,國泰日經225+U   ,0,0,0,0
20260123,00668K,國泰美國道瓊+U  ,0,0,0,0
20260123,00682U,期元大美元指數  ,0,0,-2,-2
20260123,00908,富邦入息REITs+  ,"-6,000",0,"5,985",-15
20260123,00689R,國泰20年美債反1 ,0,0,-51,-51
20260123,00711B,復華彭博新興債  ,0,0,-88,-88
20260123,0055,元大MSCI金融    ,"2,100",0,"-2,663",-563
20260123,00668,國泰美國道瓊    ,"-1,000",0,145,-855
20260123,0057,富邦摩台        ,0,0,"-1,000","-1,000"
20260123,00770,國泰北美科技    ,"3,000",0,"-4,119","-1,119"
20260123,00701,國泰股利精選30  ,"-116,000",0,"113,182","-2,818"
20260123,00707R,期元大S&P日圓反1,0,0,"-3,000","-3,000"
20260123,00678,群益那斯達克生技,-87,0,"-4,231","-4,318"
20260123,00736,國泰新興市場    ,0,0,"-5,000","-5,000"
20260123,0053,元大電子        ,"2,000",0,"-8,674","-6,674"
20260123,00972,野村日本動能高息,-800,0,"-6,222","-7,022"
20260123,00657,國泰日經225     ,0,0,"-7,533","-7,533"
20260123,00730,富邦臺灣優質高息,"1,000",0,"-11,551","-10,551"
20260123,00681R,元大美債20反1   ,0,0,"-11,000","-11,000"
20260123,00913,兆豐台灣晶圓製造,"6,300",0,"-17,457","-11,157"
20260123,00690,兆豐藍籌30      ,"-1,000",0,"-10,926","-11,926"
20260123,00710B,復華彭博非投等債,"11,000",0,"-23,450","-12,450"
20260123,00645,富邦日本        ,"-3,000",0,"-10,955","-13,955"
20260123,00654R,富邦印度反1     ,0,0,"-14,242","-14,242"
20260123,00904,新光臺灣半導體30,"25,000",0,"-41,961","-16,961"
20260123,00771,元大US高息特別股,0,0,"-22,000","-22,000"
